Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[infect]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[protocol]	Characteristics[disease]	Characteristics[sex]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[READ_TYPE]	Comment[READ_INDEX]	Protocol REF	Protocol REF	Derived Array Data File	Protocol REF	Derived Array Data File	Protocol REF	Protocol REF	Derived Array Data File	Factor Value[infect]	Factor Value[time]	Unit[time unit]
Pla_HDBR13007976	ERS18335664	SAMEA115337487	Homo sapiens		Hrv171, Hrv172	control/ none	CS22,12pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007976_S1_L001	group 1	sequencing assay	ERX12060302	P-MTAB-141385	Pla_HDBR13007976_S1_L001_I1_001.fastq.gz	Pla_HDBR13007976_S1_L001_I1_001.fastq.gz	ERR12686177	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686177/Pla_HDBR13007976_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007976_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_matrix.mtx.gz	control/ none	48hpi	hour
Pla_HDBR13007976	ERS18335664	SAMEA115337487	Homo sapiens		Hrv171, Hrv172	control/ none	CS22,12pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007976_S1_L001	group 1	sequencing assay	ERX12060302	P-MTAB-141385	Pla_HDBR13007976_S1_L001_R2_001.fastq.gz	Pla_HDBR13007976_S1_L001_R2_001.fastq.gz	ERR12686177	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686177/Pla_HDBR13007976_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007976_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_matrix.mtx.gz	control/ none	48hpi	hour
Pla_HDBR13007976	ERS18335664	SAMEA115337487	Homo sapiens		Hrv171, Hrv172	control/ none	CS22,12pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007976_S1_L001	group 1	sequencing assay	ERX12060302	P-MTAB-141385	Pla_HDBR13007976_S1_L001_I2_001.fastq.gz	Pla_HDBR13007976_S1_L001_I2_001.fastq.gz	ERR12686177	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686177/Pla_HDBR13007976_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007976_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_matrix.mtx.gz	control/ none	48hpi	hour
Pla_HDBR13007976	ERS18335664	SAMEA115337487	Homo sapiens		Hrv171, Hrv172	control/ none	CS22,12pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007976_S1_L002	group 1	sequencing assay	ERX12060302	P-MTAB-141385	Pla_HDBR13007976_S1_L002_I1_001.fastq.gz	Pla_HDBR13007976_S1_L002_I1_001.fastq.gz	ERR12686181	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686181/Pla_HDBR13007976_S1_L002_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007976_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007976_matrix.mtx.gz	control/ none	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L002	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L002_I2_001.fastq.gz	Pla_HDBR13007977_S1_L002_I2_001.fastq.gz	ERR12686209	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686209/Pla_HDBR13007977_S1_L002_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L001	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L001_R1_001.fastq.gz	Pla_HDBR13007977_S1_L001_R1_001.fastq.gz	ERR12686202	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686202/Pla_HDBR13007977_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L001	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L001_I1_001.fastq.gz	Pla_HDBR13007977_S1_L001_I1_001.fastq.gz	ERR12686202	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686202/Pla_HDBR13007977_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L001	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L001_R2_001.fastq.gz	Pla_HDBR13007977_S1_L001_R2_001.fastq.gz	ERR12686202	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686202/Pla_HDBR13007977_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L002	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L002_R1_001.fastq.gz	Pla_HDBR13007977_S1_L002_R1_001.fastq.gz	ERR12686209	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686209/Pla_HDBR13007977_S1_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L001	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L001_I2_001.fastq.gz	Pla_HDBR13007977_S1_L001_I2_001.fastq.gz	ERR12686202	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686202/Pla_HDBR13007977_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L002	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L002_I1_001.fastq.gz	Pla_HDBR13007977_S1_L002_I1_001.fastq.gz	ERR12686209	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686209/Pla_HDBR13007977_S1_L002_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13007977	ERS18335665	SAMEA115337488	Homo sapiens	RH-HX	Hrv171, Hrv172	Tg infected	CS22,12pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13007977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13007977_S1_L002	group 2	sequencing assay	ERX12060303	P-MTAB-141385	Pla_HDBR13007977_S1_L002_R2_001.fastq.gz	Pla_HDBR13007977_S1_L002_R2_001.fastq.gz	ERR12686209	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686209/Pla_HDBR13007977_S1_L002_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13007977_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13007977_matrix.mtx.gz	Tg infected	48hpi	hour
Pla_HDBR13026230	ERS18335666	SAMEA115337489	Homo sapiens		Hrv168, Hrv170	control/ none	CS18,CS20	placenta	snRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026230	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026230_S1_L001		sequencing assay	ERX12060304	P-MTAB-141385	Pla_HDBR13026230_S1_L001_I1_001.fastq.gz	Pla_HDBR13026230_S1_L001_I1_001.fastq.gz	ERR12686182	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686182/Pla_HDBR13026230_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026230_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13026230	ERS18335666	SAMEA115337489	Homo sapiens		Hrv168, Hrv170	control/ none	CS18,CS20	placenta	snRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026230	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026230_S1_L001		sequencing assay	ERX12060304	P-MTAB-141385	Pla_HDBR13026230_S1_L001_R2_001.fastq.gz	Pla_HDBR13026230_S1_L001_R2_001.fastq.gz	ERR12686182	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686182/Pla_HDBR13026230_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026230_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13026230	ERS18335666	SAMEA115337489	Homo sapiens		Hrv168, Hrv170	control/ none	CS18,CS20	placenta	snRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026230	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026230_S1_L001		sequencing assay	ERX12060304	P-MTAB-141385	Pla_HDBR13026230_S1_L001_I2_001.fastq.gz	Pla_HDBR13026230_S1_L001_I2_001.fastq.gz	ERR12686182	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686182/Pla_HDBR13026230_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026230_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13026230	ERS18335666	SAMEA115337489	Homo sapiens		Hrv168, Hrv170	control/ none	CS18,CS20	placenta	snRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026230	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026230_S1_L001		sequencing assay	ERX12060304	P-MTAB-141385	Pla_HDBR13026230_S1_L001_R1_001.fastq.gz	Pla_HDBR13026230_S1_L001_R1_001.fastq.gz	ERR12686182	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686182/Pla_HDBR13026230_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026230_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026230_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13026231	ERS18335667	SAMEA115337490	Homo sapiens	2D9 NF54-eGFP	Hrv168, Hrv170	Pf infected	CS18,CS20	placenta	snRNAseq	P. falciparum infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026231	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026231_S1_L001		sequencing assay	ERX12060305	P-MTAB-141385	Pla_HDBR13026231_S1_L001_R1_001.fastq.gz	Pla_HDBR13026231_S1_L001_R1_001.fastq.gz	ERR12686215	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686215/Pla_HDBR13026231_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026231_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_matrix.mtx.gz	Pf infected	24hpi	hour
Pla_HDBR13026231	ERS18335667	SAMEA115337490	Homo sapiens	2D9 NF54-eGFP	Hrv168, Hrv170	Pf infected	CS18,CS20	placenta	snRNAseq	P. falciparum infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026231	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026231_S1_L001		sequencing assay	ERX12060305	P-MTAB-141385	Pla_HDBR13026231_S1_L001_I1_001.fastq.gz	Pla_HDBR13026231_S1_L001_I1_001.fastq.gz	ERR12686215	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686215/Pla_HDBR13026231_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026231_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_matrix.mtx.gz	Pf infected	24hpi	hour
Pla_HDBR13026231	ERS18335667	SAMEA115337490	Homo sapiens	2D9 NF54-eGFP	Hrv168, Hrv170	Pf infected	CS18,CS20	placenta	snRNAseq	P. falciparum infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026231	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026231_S1_L001		sequencing assay	ERX12060305	P-MTAB-141385	Pla_HDBR13026231_S1_L001_R2_001.fastq.gz	Pla_HDBR13026231_S1_L001_R2_001.fastq.gz	ERR12686215	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686215/Pla_HDBR13026231_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026231_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_matrix.mtx.gz	Pf infected	24hpi	hour
Pla_HDBR13026231	ERS18335667	SAMEA115337490	Homo sapiens	2D9 NF54-eGFP	Hrv168, Hrv170	Pf infected	CS18,CS20	placenta	snRNAseq	P. falciparum infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026231	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026231_S1_L001		sequencing assay	ERX12060305	P-MTAB-141385	Pla_HDBR13026231_S1_L001_I2_001.fastq.gz	Pla_HDBR13026231_S1_L001_I2_001.fastq.gz	ERR12686215	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686215/Pla_HDBR13026231_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026231_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026231_matrix.mtx.gz	Pf infected	24hpi	hour
Pla_HDBR13026232	ERS18335668	SAMEA115337491	Homo sapiens		Hrv168, Hrv170	control/ none	CS18,CS20	placenta	snRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026232	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026232_S1_L001		sequencing assay	ERX12060306	P-MTAB-141385	Pla_HDBR13026232_S1_L001_R2_001.fastq.gz	Pla_HDBR13026232_S1_L001_R2_001.fastq.gz	ERR12686196	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686196/Pla_HDBR13026232_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026232_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026232_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026232_matrix.mtx.gz	control/ none	48hpi	hour
Pla_HDBR13026232	ERS18335668	SAMEA115337491	Homo sapiens		Hrv168, Hrv170	control/ none	CS18,CS20	placenta	snRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR13026232	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13026232_S1_L001		sequencing assay	ERX12060306	P-MTAB-141385	Pla_HDBR13026232_S1_L001_I1_001.fastq.gz	Pla_HDBR13026232_S1_L001_I1_001.fastq.gz	ERR12686196	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686196/Pla_HDBR13026232_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026232_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13026232_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13026232_matrix.mtx.gz	control/ none	48hpi	hour
